5030304;天尊项链
5030404;天尊道靴
5030804;天尊腰带
5030504;天尊道袍
5031504;天师道袍
5020204;法神戒指
5020604;法神手镯
5020704;法神头盔
5020104;骨玉
5020304;法神项链
5020404;法神靴子
5020804;法神腰带
5020504;法神披风
5021504;法神羽衣
5010204;圣战戒指
5010604;圣战手镯
5010704;圣战头盔
5010104;裁决
5010304;圣战项链
5010404;圣战靴子
5010804;圣战腰带
5010504;天魔战甲
5011504;圣战战甲
6030201;不动明王戒指
6030601;不动明王手镯
6030701;不动明王头盔
6030301;不动明王项链
6030401;不动明王道靴
6030801;不动明王腰带
6020201;不动明王戒指
6020601;不动明王手镯
6020701;不动明王头盔
6020301;不动明王项链
6020401;不动明王靴子
6020801;不动明王腰带
6010201;不动明王戒指
6010601;不动明王手镯
6010701;不动明王头盔
6010301;不动明王项链
6010401;不动明王靴子
6010801;不动明王腰带
5130205;天玄戒指
5130605;天玄手镯
5130705;天玄头盔
5130305;天玄项链
5130405;天玄道靴
5130805;天玄腰带
5130505;天玄道袍
5131505;天玄道衣
5110205;神武戒指
5110605;神武手镯
5110705;神武头盔
5110305;神武项链
5110405;神武战靴
5110805;神武腰带
5110505;神武战甲
5111505;神武战袍
5120205;幻魔戒指
5120605;幻魔手镯
5120705;幻魔头盔
5120305;幻魔项链
5120405;幻魔法靴
5120805;幻魔腰带
5120505;幻魔披风
5121505;幻魔羽衣
5110106;雷霆怒斩
5120105;霹雳法杖
5130106;逍遥无极扇
5110207;血煞戒指
5110607;血煞手镯
5110707;血煞头盔
5110307;血煞项链
5110407;血煞靴子
5110807;血煞腰带
5110507;血煞战甲
5111507;血煞战袍
5120207;魔雷戒指
5120607;魔雷手镯
5120707;魔雷头盔
5120307;魔雷项链
5120407;魔雷靴子
5120807;魔雷腰带
5120507;魔雷披风
5121507;魔雷羽衣
5130207;幽泉戒指
5130607;幽泉手镯
5130707;幽泉头盔
5130307;幽泉项链
5130407;幽泉靴子
5130807;幽泉腰带
5130507;幽泉道袍
5131507;幽泉道衣
5110107;屠龙刀
5120107;嗜魂
5130107;倚天剑
5130208;蟠龙玄天戒指
5130608;蟠龙玄天手镯
5130708;蟠龙玄天头盔
5130308;蟠龙玄天项链
5130408;蟠龙玄天靴子
5130808;蟠龙玄天腰带
5130508;蟠龙玄天道袍
5131508;蟠龙玄天道衣
5120208;蟠龙幻天戒指
5120608;蟠龙幻天手镯
5120708;蟠龙幻天头盔
5120308;蟠龙幻天项链
5120408;蟠龙幻天靴子
5120808;蟠龙幻天腰带
5120508;蟠龙幻天披风
5121508;蟠龙幻天羽衣
5110208;蟠龙傲天戒指
5110608;蟠龙傲天手镯
5110708;蟠龙傲天头盔
5110308;蟠龙傲天项链
5110408;蟠龙傲天靴子
5110808;蟠龙傲天腰带
5110508;蟠龙傲天披风
5111508;蟠龙傲天羽衣
5110108;无赦
5120108;夺魄
5130108;聚灵
5110112;赤明天帝
5120112;紫月圣君
5130112;耀阳圣尊
5110209;圣天戒指
5110609;圣天手镯
5110709;圣天头盔
5110309;圣天项链
5110409;圣天靴子
5110809;圣天腰带
5120209;圣魔戒指
5120609;圣魔手镯
5120709;圣魔头盔
5120309;圣魔项链
5120409;圣魔靴子
5120809;圣魔腰带
5130209;圣道戒指
5130609;圣道手镯
5130709;圣道头盔
5130309;圣道项链
5130409;圣道靴子
5130809;圣道腰带
5110114;圣天战甲
5111114;圣天战袍
5110115;圣魔披风
5111115;圣魔羽衣
5110116;圣道道袍
5111116;圣道道衣
5110117;怒狂降魔杵
5120117;幻龙风雷鞭
5130117;清心碧玉笛
5110118;不灭战甲
5111118;不灭战袍
5110119;灭魂披风
5111119;灭魂羽衣
5110120;灭心道袍
5111120;灭心道衣
5110210;不灭戒指
5110610;不灭手镯
5110710;不灭头盔
5110310;不灭项链
5110410;不灭靴子
5110810;不灭腰带
5120210;灭魂戒指
5120610;灭魂手镯
5120710;灭魂头盔
5120310;灭魂项链
5120410;灭魂靴子
5120810;灭魂腰带
5130210;灭心戒指
5130610;灭心手镯
5130710;灭心头盔
5130310;灭心项链
5130410;灭心靴子
5130810;灭心腰带
5110111;烈焰屠龙刀
5120111;雷霆审判
5130111;碧心道剑
5120110;血饮
8110108;天命·神无赦
8120108;天命·魔夺魄
8130108;天命·圣聚灵
8110118;天命·战甲
8111118;天命·战袍
8110119;天命·披风
8111119;天命·羽衣
8110120;天命·道袍
8111120;天命·道衣
6000043;赤明天帝(秒杀)
6000044;紫月圣君(秒杀)
6000045;耀阳圣尊(秒杀)
8030205;天命·圣之戒
8030605;天命·圣之镯
8030705;天命·圣之盔
8030305;天命·圣之链
8030405;天命·圣之靴
8030805;天命·圣之带
8020205;天命·魔之戒
8020605;天命·魔之镯
8020705;天命·魔之盔
8020305;天命·魔之链
8020405;天命·魔之靴
8020805;天命·魔之带
8010205;天命·神之戒
8010605;天命·神之镯
8010705;天命·神之盔
8010305;天命·神之链
8010405;天命·神之靴
8010805;天命·神之带
1411;战士精英宝盒
1412;法师精英宝盒
1413;道士精英宝盒
1414;黄金装备宝盒
1415;白银装备宝盒
1416;白银首饰宝盒
1999;青铜首饰宝盒
3000;战士超神宝盒
3001;法师超神宝盒
3002;道士超神宝盒
3003;神级装备宝盒
3004;回城神石
3005;大量宝物
3006;VIP金币卷轴
3007;VIP经验卷轴
3008;VIP绑元卷轴
3009;VIP铁矿卷轴
1006;技能宝盒
1022;高级技能宝盒
1197;蟠龙套装宝盒
1198;神武套装宝盒
1199;血煞套装宝盒
6200001;血煞宝盒碎片
6200002;神武宝盒碎片
6200003;蟠龙宝盒碎片
6200024;神仙醉
6200026;新手礼包
6200029;铁血炼狱凭证
6200030;通天炼狱凭证
6200031;修罗炼狱凭证
6200032;矿石结晶
6200034;白银行镖令
6200035;黄金行镖令
6200042;符文能量
6200043;符文能量
6200044;符文能量
6200052;行会物资
6200053;行会物资
6200054;行会物资
6200055;行会物资
6200056;行会物资
6200057;行会物资
6200058;行会物资
1511;攻杀剑术
1512;刺杀剑术
1513;抱月刀
6000;烈火剑法
6003;野蛮冲撞
6009;金刚护体
6200008;强化攻杀
6200009;突斩
6200010;破盾斩
1514;雷电术
1515;地狱雷光
1516;魔法盾
1517;抗拒火环
5998;冰咆哮
6001;火墙
6007;风影盾
6200014;强化火球
6200015;狂龙紫电
6200016;流星火雨
1518;集体隐身术
1519;灵魂道符
1520;施毒术
1521;神圣战甲术
1522;狮子吼
1523;骷髅召唤术
5999;召唤神兽
6002;群体治愈术
6008;斗转星移
6200021;强化施毒
6200022;幽冥火咒
6200023;强化骷髅
6200059;攻杀剑术（专家）
6200060;刺杀剑术（专家）
6200061;抱月刀（专家）
6200068;雷电术（专家）
6200069;地狱雷光（专家）
6200070;魔法盾（专家）
6200071;抗拒火环（专家）
6200077;集体隐身术（专家）
6200078;灵魂道符（专家）
6200080;施毒术（专家）
6200081;神圣战甲术（专家）
6200084;狮子吼（专家）
6200083;骷髅召唤术（专家）
6200062;野蛮冲撞（专家）
6200063;烈火剑法（专家）
6200072;火墙（专家）
6200073;冰咆哮（专家）
6200082;召唤神兽（专家）
6200079;群体治愈术（专家）
1216;金刚护体碎片
1218;风影盾碎片
1217;斗转星移碎片
1444;破盾斩碎片
1443;突斩碎片
1445;狂龙紫电碎片
1446;流星火雨碎片
1447;幽冥火咒碎片
1448;强化骷髅碎片
1083;强化攻杀碎片
1084;强化火球碎片
1085;强化施毒碎片
1086;强化攻杀碎片（专家）
1087;强化火球碎片（专家）
1088;强化施毒碎片（专家）
1480;破盾斩碎片（专家）
1479;突斩碎片（专家）
1485;金刚护体碎片（专家）
1481;狂龙紫电碎片（专家）
1482;流星火雨碎片（专家）
1487;风影盾碎片（专家）
1483;幽冥火咒碎片（专家）
1484;强化骷髅碎片（专家）
1486;斗转星移碎片（专家）
6200065;破盾斩（专家）
6200066;突斩（专家）
6200064;金刚护体（专家）
6200075;狂龙紫电（专家）
6200076;流星火雨（专家）
6200074;风影盾（专家）
6200086;幽冥火咒（专家）
6200087;强化骷髅（专家）
6200085;斗转星移（专家）
6200088;强化攻杀（专家）
6200089;强化火球（专家）
6200090;强化施毒（专家）
1491;翱风斩
1492;龙啸九天
1493;纵雷决
1494;奔雷决
1495;毒凌波
1496;魔舞吞噬
1497;翱风斩（专家）
1498;龙啸九天（专家）
1499;纵雷决（专家）
1500;奔雷决（专家）
1501;毒凌波（专家）
1502;魔舞吞噬（专家）
5001;战斗旋风
5002;冰霜之箭
5003;暗毒血雾
5004;战斗旋风（专家）
5005;冰霜之箭（专家）
5006;暗毒血雾（专家）
1301;铁矿（纯度1）
1302;铁矿（纯度2）
1303;铁矿（纯度3）
1304;铁矿（纯度4）
1305;铁矿（纯度5）
1306;铁矿（纯度6）
1307;铁矿（纯度7）
1308;铁矿（纯度8）
1309;铁矿（纯度9）
1310;铁矿（纯度10）
1401;黑铁矿（纯度1）
1402;黑铁矿（纯度2）
1403;黑铁矿（纯度3）
1404;黑铁矿（纯度4）
1405;黑铁矿（纯度5）
1406;黑铁矿（纯度6）
1407;黑铁矿（纯度7）
1408;黑铁矿（纯度8）
1409;黑铁矿（纯度9）
1410;黑铁矿（纯度10）
1100;初级羽毛
1417;中级羽毛
1418;高级羽毛
1455;天人之羽
1456;天仙之羽
1457;天神之羽
1478;化羽之魂
1419;不屈（专家）
1420;秘技（专家）
1421;免伤（专家）
1422;穿透（专家）
1423;不屈（大师）
1424;秘技（大师）
1425;免伤（大师）
1426;穿透（大师）
1427;不屈（宗师）
1428;秘技（宗师）
1429;免伤（宗师）
1430;穿透（宗师）
1431;不屈（权威）
1432;秘技（权威）
1433;免伤（权威）
1434;穿透（权威）
1435;不屈（王者）
1436;秘技（王者）
1437;免伤（王者）
1438;穿透（王者）
1458;不屈碎片（专家）
1459;秘技碎片（专家）
1460;免伤碎片（专家）
1461;穿透碎片（专家）
1462;不屈碎片（大师）
1463;秘技碎片（大师）
1464;免伤碎片（大师）
1465;穿透碎片（大师）
1466;不屈碎片（宗师）
1467;秘技碎片（宗师）
1468;免伤碎片（宗师）
1469;穿透碎片（宗师）
1470;不屈碎片（权威）
1471;秘技碎片（权威）
1472;免伤碎片（权威）
1473;穿透碎片（权威）
1474;不屈碎片（王者）
1475;秘技碎片（王者）
1476;免伤碎片（王者）
1477;穿透碎片（王者）
1439;金兰谱
1441;尊享月卡
1442;豪华月卡
1449;普通武器碎片
1450;精良武器碎片
1451;优秀武器碎片
1452;普通防具碎片
1453;精良防具碎片
1454;优秀防具碎片
1488;镇魔符
1489;天雷轰
1490;浓情玫瑰
1504;运营礼包1
1505;运营礼包2
1506;运营礼包3
1507;运营礼包4
1508;运营礼包5
1509;运营礼包6
5990000;创世者
5990200;年度风云人物
5990400;传世老友
5991100;勇者之王
5991200;浪漫情人
5991300;天使情人
5991400;百变达人
5991500;骑士杀手
5991600;百变星君
5991700;护花使者
5991800;神武将军
5991900;神武元帅
1023;密令卷轴
1003;纹饰精华
1601;破军底纹
1602;破军边纹
1603;破军饰纹
1604;荣耀底纹
1605;荣耀边纹
1606;荣耀饰纹
1607;王者底纹
1608;王者边纹
1609;王者饰纹
1004;神武级武器
1005;神武级衣服
1007;蟠龙级武器
1010;普通技能书
1011;普通技能书（专家）
1009;初级技能书
1024;初级技能书（专家）
1025;中级技能书
1026;中级技能书（专家）
1027;高级技能书
1028;高级技能书（专家）
1029;稀有技能书
1030;稀有技能书（专家）
1031;绝品技能书
1032;绝品技能书（专家）
1008;装备
1012;装备
1013;装备
1014;装备
1015;装备
1016;装备
1017;炼狱体验卡
1018;宝地体验卡
1019;千里眼符
1020;镇魔符
101;枣红马
201;枣红马
301;枣红马
2021;黄金宝马
2022;蓝狼
2023;雪狼
2024;迅天雷豹
2025;闪电黑豹
2026;东北虎
2027;白虎
2028;熊猫
2029;狗熊
2030;炽焰麒麟
2031;碧幽青龙
2032;赤殇火凤
2033;释幽冰凤
2034;烈焰猪
2035;逐日神狼
2036;雷神绝魔豹
2037;地狱魔犼
2038;天界金睨
2099;城主专属
2039;雄狮
2040;新年瑞兽
2041;上古玄天麒麟
2042;上古铠甲麒麟
2043;战天狂狮
2044;圣兽·幽灵鬼舞
401;兽粮
402;精致兽粮
403;极品兽粮
1700;头
1701;颈
1702;胸
1703;背
1704;腿
1705;尾
1706;头
1707;颈
1708;胸
1709;背
1710;腿
1711;尾
1712;头
1713;颈
1714;胸
1715;背
1716;腿
1717;尾
5201314;结婚请柬
8401;金红焰火
8402;绿色焰火
8403;黄色焰火
8404;蓝色焰火
8405;鲜花地毯
8406;金钱地毯
5201315;婚礼喜酒
5990800;天下第一
5991000;天下第一
1802;百年玄铁
1801;百炼钨钢
8300000;昴日旗
8300001;昴日旗
8300002;昴日旗
8300010;闭月旗
8300011;闭月旗
8300012;闭月旗
8300020;星骓战旗
8300021;星骓战旗
8300022;星骓战旗
8300030;天虎祝融旗
8300031;天虎祝融旗
8300032;天虎祝融旗
8300040;霸世皇龙旗
8300041;霸世皇龙旗
8300042;霸世皇龙旗
1803;初级战旗碎片
1804;高级战旗碎片
61006;幸运特戒
61016;幸运特戒
61026;幸运特戒
61010;姻缘特戒
61020;姻缘特戒
61030;姻缘特戒
6000001;护身神戒
6000002;护身神戒
6000003;护身神戒
6000010;麻痹神戒
6000011;麻痹神戒
6000012;麻痹神戒
6000040;秒杀神戒
6000041;秒杀神戒
6000042;秒杀神戒
6000020;杀戮特戒
6000021;杀戮特戒
6000022;杀戮特戒
6000050;嗜血神戒
6000051;嗜血神戒
6000052;嗜血神戒
6000030;防麻神戒
6000031;防麻神戒
6000032;防麻神戒
8200007;护身神戒碎片
8200008;秒杀神戒碎片
1807;幸运特戒碎片
1808;姻缘特戒碎片
1809;护体特戒碎片
1810;麻痹特戒碎片
1811;秒杀特戒碎片
1812;杀戮特戒碎片
1813;嗜血特戒碎片
60001;防御特戒
60002;幸运特戒
60003;神圣特戒
60005;荆棘特戒
60006;破甲特戒
1103;1元充值
1109;防麻特戒碎片
70001;防御特戒碎片
70002;幸运特戒碎片
70003;神圣特戒碎片
70005;荆棘特戒碎片
70006;破甲特戒碎片
10000;禁地魔王封印
10002;铁血魔王封印
10003;通天教主封印
10004;阿修罗神封印
10005;红翼羽皇封印
10006;阴阳妖王封印
10007;黑暗领主封印
10008;活动魔王封印
5130903;玄铁盾
5130904;玄冰盾
5130905;玄冥盾
5130908;惊涛盾
5131908;惊涛盾
5132908;惊涛盾
5130907;穹苍盾
5131907;穹苍盾
5132907;穹苍盾
5130906;神玄盾
5131906;神玄盾
5132906;神玄盾
5130909;八卦聚灵盾
5131909;八卦聚灵盾
5132909;八卦聚灵盾
5983005;百炼圣战盾
5983000;炎龙赤焰盾
5983001;赤金龙王盾
5983002;鬼脸白虎盾
5983003;朱雀凤凰盾
5983004;九幽幻龙盾
5982005;百炼魔魂盾
5982000;炎龙赤焰盾
5982001;赤金龙王盾
5982002;鬼脸白虎盾
5982003;朱雀凤凰盾
5982004;九幽幻龙盾
5980005;百炼天玄盾
5980000;炎龙赤焰盾
5980001;赤金龙王盾
5980002;鬼脸白虎盾
5980003;朱雀凤凰盾
5980004;九幽幻龙盾
8100000;武神之刃
8100001;烈焰之杖
8100002;道神之环
8100003;真魂披风
8100004;真魂道袍
8100005;烈焰法甲
8100006;烈焰法袍
8100007;武神战甲
8100008;武神战袍
8100009;武神戒指
8100010;武神手镯
8100011;武神头盔
8100012;武神项链
8100013;武神靴子
8100014;武神腰带
8100015;烈焰戒指
8100016;烈焰手镯
8100017;烈焰头盔
8100018;烈焰项链
8100019;烈焰靴子
8100020;烈焰腰带
8100021;真魂戒指
8100022;真魂手镯
8100023;真魂头盔
8100024;真魂项链
8100025;真魂靴子
8100026;真魂腰带
8100030;九殇落日斩
8100031;南明离火杖
8100032;流光破灭圈
8100033;上古披风
8100034;上古道袍
8100035;上古法甲
8100036;上古法袍
8100037;上古战甲
8100038;上古战袍
8100039;上古战戒
8100040;上古战镯
8100041;上古战盔
8100042;上古战链
8100043;上古战靴
8100044;上古战带
8100045;上古魔戒
8100046;上古魔镯
8100047;上古魔盔
8100048;上古魔链
8100049;上古魔靴
8100050;上古魔带
8100051;上古道戒
8100052;上古道镯
8100053;上古道盔
8100054;上古道链
8100055;上古道靴
8100056;上古道带
8100057;狂雷战刀
8100058;逆火魔杖
8100059;通云道剑
8100060;通云披风
8100061;通云道袍
8100062;逆火法甲
8100063;逆火法袍
8100064;狂雷战甲
8100065;狂雷战袍
8100066;狂雷战戒
8100067;狂雷战镯
8100068;狂雷战盔
8100069;狂雷战链
8100070;狂雷战靴
8100071;狂雷战带
8100072;逆火魔戒
8100073;逆火魔镯
8100074;逆火魔盔
8100075;逆火魔链
8100076;逆火魔靴
8100077;逆火魔带
8100078;通云道戒
8100079;通云道镯
8100080;通云道盔
8100081;通云道链
8100082;通云道靴
8100083;通云道带
8100084;行者之刃
8100085;绝地之杖
8100086;天赐道剑
8100087;天赐披风
8100088;天赐道袍
8100089;绝地法甲
8100090;绝地法袍
8100091;行者战甲
8100092;行者战袍
8100093;行者战戒
8100094;行者战镯
8100095;行者战盔
8100096;行者战链
8100097;行者战靴
8100098;行者战带
8100099;绝地魔戒
8100100;绝地魔镯
8100101;绝地魔盔
8100102;绝地魔链
8100103;绝地魔靴
8100104;绝地魔带
8100105;天赐道戒
8100106;天赐道镯
8100107;天赐道盔
8100108;天赐道链
8100109;天赐道靴
8100110;天赐道带
1805;坐骑精魄
20001;宝藏钥匙
